ID da fila;ID do pedido;Data do pedido;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País/Região;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
107;US-2018-150623;28/09/2018;03/10/2018;Classe padrão;GO-14785;Giovanna Oliveira;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-PA-10004531;Material de escritório;Papel;Green Bar Artigos de papelaria, Reciclado;772,8;3;0,2;-10,2
108;US-2021-112368;08/06/2021;12/06/2021;Segunda classe;VC-21265;Vinícius Cunha;Grande Empresa;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-AR-10001367;Material de escritório;Arte;Stanley Canetas, Azul;160,8;4;0,4;-53,6
109;US-2021-112368;08/06/2021;12/06/2021;Segunda classe;VC-21265;Vinícius Cunha;Grande Empresa;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-PA-10004245;Material de escritório;Papel;Green Bar Agenda, Embalagem com 12;111,72;1;0,4;-1,88
110;MX-2020-135895;05/09/2020;05/09/2020;No mesmo dia;PA-19420;Paulo Alves;Grande Empresa;Jiutepec;Morelos;México;Norte;TEC-AC-10004658;Tecnologia;Acessórios;SanDisk Mouse, Reciclado;481,6;2;0;134,8
111;MX-2021-162152;15/08/2021;22/08/2021;Classe padrão;SS-20680;Sophia Santos;Pequenas e Medias Empresas;Tijuana;Baixa Califórnia;México;Norte;TEC-TE-10002655;Tecnologia;Telefones;Apple Repetidor de sinal, Tamanhos variados;4650;5;0;279
112;MX-2019-121006;09/11/2019;13/11/2019;Classe padrão;FC-14200;Felipe Costa;Pequenas e Medias Empresas;Huehuetenango;Huehuetenango;Guatemala;Central;MAT-MA-10001979;Material de escritório;Materiais;Fiskars Régua, Aço;461;5;0;101
113;US-2020-130631;17/09/2020;22/09/2020;Segunda classe;SC-20275;Samuel Costa;Varejo;Resistencia;Chaco;Argentina;Sul;MAT-PA-10003161;Material de escritório;Papel;Enermax Agenda, Multicolorido;669,48;7;0,4;-167,72
114;US-2020-130631;17/09/2020;22/09/2020;Segunda classe;SC-20275;Samuel Costa;Varejo;Resistencia;Chaco;Argentina;Sul;MAT-PA-10000468;Material de escritório;Papel;SanDisk Papel de pergaminho, Multicolorido;652,32;9;0,4;85,32
115;US-2020-130631;17/09/2020;22/09/2020;Segunda classe;SC-20275;Samuel Costa;Varejo;Resistencia;Chaco;Argentina;Sul;MAT-AR-10003216;Material de escritório;Armazenamento;Tenex Armários, Industrial;4092,6;5;0,4;204,6
116;MX-2021-145051;25/02/2021;02/03/2021;Classe padrão;VM-21085;Victor Martins;Varejo;Santa Cruz de Barahona;Barahona;República Dominicana;Caribe;MAT-CO-10001160;Material de escritório;Colchetes;Stockwell Grampos, Embalagem tipo bulk;277,6;5;0,2;13,6
117;MX-2021-167801;28/11/2021;02/12/2021;Segunda classe;SS-20410;Sarah Santos;Varejo;Curitiba;Paraná;Brasil;Sul;TEC-TE-10003100;Tecnologia;Telefones;Cisco Smart Phone, Embalagem tipo bulk;4619;5;0;1016
118;MX-2020-117471;15/08/2020;19/08/2020;Segunda classe;AM-10330;Alice Martins;Varejo;Soledad;Atlántico;Colômbia;Sul;MAT-AC-10002648;Material de escritório;Eletrônicos;KitchenAid Geladeira, Branco;10521,6;3;0;0
119;MX-2020-117471;15/08/2020;19/08/2020;Segunda classe;AM-10330;Alice Martins;Varejo;Soledad;Atlántico;Colômbia;Sul;MAT-EN-10003914;Material de escritório;Envelopes;Jiffy Com lacre, Prata;1846,6;7;0;331,8
120;MX-2020-117471;15/08/2020;19/08/2020;Segunda classe;AM-10330;Alice Martins;Varejo;Soledad;Atlántico;Colômbia;Sul;MAT-CO-10002140;Material de escritório;Colchetes;Accos Elásticos, Metal;336;3;0;97,2
121;US-2019-146360;15/03/2019;19/03/2019;Classe padrão;MA-18685;Matheus Almeida;Pequenas e Medias Empresas;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-EN-10000091;Material de escritório;Envelopes;Cameo Malote, Vermelho;1019,4;5;0,4;-527,6
122;US-2019-112032;20/03/2019;24/03/2019;Classe padrão;NR-19195;Nicolas Rocha;Pequenas e Medias Empresas;Guanare;Portuguesa;Venezuela;Sul;MAT-AR-10004240;Material de escritório;Arte;Stanley Bloco de desenho, Metal;731,04;4;0,4;-12,96
123;US-2018-138842;30/12/2018;03/01/2019;Classe padrão;NC-19150;Nicolas Castro;Varejo;Carrefour;Ouest;Haiti;Caribe;MÓV-ES-10002212;Móveis;Estantes;Dania Conjunto de pratelheiras, Preto;2731,2;4;0,4;-956
124;US-2018-138842;30/12/2018;03/01/2019;Classe padrão;NC-19150;Nicolas Castro;Varejo;Carrefour;Ouest;Haiti;Caribe;TEC-MÁ-10000379;Tecnologia;Máquinas;Panasonic Impressora, Branco;1059,6;2;0,7;-1271,6
125;MX-2021-148488;04/06/2021;06/06/2021;Primeira classe;IB-15130;Igor Barbosa;Varejo;João Pessoa;Paraíba;Brasil;Sul;MÓV-CA-10001401;Móveis;Cadeiras;Novimex Cadeira de praia, Preto;1451;5;0;638
126;MX-2021-148488;04/06/2021;06/06/2021;Primeira classe;IB-15130;Igor Barbosa;Varejo;João Pessoa;Paraíba;Brasil;Sul;TEC-CO-10000153;Tecnologia;Copiadoras;Canon Copiadora para uso pessoal, Colorida;1918,5552;2;0,002;745,7552
127;MX-2021-148488;04/06/2021;06/06/2021;Primeira classe;IB-15130;Igor Barbosa;Varejo;João Pessoa;Paraíba;Brasil;Sul;MAT-EN-10003545;Material de escritório;Envelopes;GlobeWeis Com lacre, Reciclado;1992;8;0;636,8
128;MX-2021-148488;04/06/2021;06/06/2021;Primeira classe;IB-15130;Igor Barbosa;Varejo;João Pessoa;Paraíba;Brasil;Sul;MÓV-CA-10003984;Móveis;Cadeiras;Office Star Cadeira de balanço, Ajustável;1912;2;0;382,4
129;MX-2021-148488;04/06/2021;06/06/2021;Primeira classe;IB-15130;Igor Barbosa;Varejo;João Pessoa;Paraíba;Brasil;Sul;MAT-AR-10002409;Material de escritório;Arte;Boston Tela, Embalagem tipo bulk;1078,2;3;0;517,2
130;MX-2018-158771;04/01/2018;11/01/2018;Classe padrão;BP-11305;Bianca Pereira;Pequenas e Medias Empresas;Manzanillo;Granma;Cuba;Caribe;MAT-EN-10003803;Material de escritório;Envelopes;Jiffy Malote, Conjunto de 50;1857,6;6;0;36
131;MX-2021-135265;25/12/2021;31/12/2021;Classe padrão;DB-12880;Diego Barros;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;MAT-PA-10003855;Material de escritório;Papel;Green Bar Agenda, Reciclado;474;3;0;222,6
132;US-2020-130239;15/11/2020;20/11/2020;Classe padrão;LC-17080;Leonor Cunha;Varejo;Irapuato;Guanajuato;México;Norte;MÓV-ES-10001915;Móveis;Estantes;Dania Biblioteca, Tradicional;9664;5;0,2;-967
133;US-2021-118752;29/09/2021;04/10/2021;Classe padrão;VF-21460;Vitor Fernandes;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-CO-10000354;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Metal;141,44;2;0,2;-12,56
134;US-2021-118752;29/09/2021;04/10/2021;Classe padrão;VF-21460;Vitor Fernandes;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-FI-10002363;Material de escritório;Fichários;Ibico Divisórias, Durável;55,52;1;0,2;-7,68
135;MX-2021-128762;29/10/2021;03/11/2021;Classe padrão;GC-14395;Gabriel Castro;Grande Empresa;Mendoza;Mendoza;Argentina;Sul;MAT-ET-10001772;Material de escritório;Etiquetas;HON Etiquetas redondas, Branco;133,2;5;0,4;4,2
136;MX-2021-128762;29/10/2021;03/11/2021;Classe padrão;GC-14395;Gabriel Castro;Grande Empresa;Mendoza;Mendoza;Argentina;Sul;MAT-AC-10001496;Material de escritório;Eletrônicos;KitchenAid Micro-ondas, Prata;3732,84;3;0,4;497,64
137;MX-2021-128762;29/10/2021;03/11/2021;Classe padrão;GC-14395;Gabriel Castro;Grande Empresa;Mendoza;Mendoza;Argentina;Sul;MAT-FI-10000270;Material de escritório;Fichários;Wilson Jones Perfurador, Econômico;55,98;1;0,7;-130,62
138;US-2019-105949;11/03/2019;13/03/2019;Primeira classe;BC-11140;Beatriz Castro;Varejo;San Miguelito;Panamá;Panamá;Central;MAT-AR-10003555;Material de escritório;Arte;Boston Apontador, Embalagem tipo bulk;818,16;7;0,4;-14,84
139;MX-2018-165337;24/05/2018;29/05/2018;Classe padrão;RP-20020;Renan Pinto;Varejo;Guanajuato;Guanajuato;México;Norte;TEC-MÁ-10003575;Tecnologia;Máquinas;Okidata Impressora de crachás, Branco;4646,4;4;0;1718,4
140;MX-2020-158071;16/10/2020;20/10/2020;Classe padrão;LP-17500;Luana Pinto;Varejo;Caxias do Sul;Rio Grande do Sul;Brasil;Sul;TEC-MÁ-10001128;Tecnologia;Máquinas;Panasonic Impressora de crachás, Durável;3478,8;3;0;1217,4
141;MX-2020-158071;16/10/2020;20/10/2020;Classe padrão;LP-17500;Luana Pinto;Varejo;Caxias do Sul;Rio Grande do Sul;Brasil;Sul;MAT-FI-10000594;Material de escritório;Fichários;Wilson Jones Pasta argolada, Durável;290,4;3;0;19,8
142;MX-2019-163272;07/05/2019;11/05/2019;Classe padrão;LA-16615;Laura Almeida;Grande Empresa;Tlaquepaque;Jalisco;México;Norte;TEC-CO-10002761;Tecnologia;Copiadoras;Brother Copiadora, Par;3490,2056;2;0,002;657,4056
143;MX-2019-163272;07/05/2019;11/05/2019;Classe padrão;LA-16615;Laura Almeida;Grande Empresa;Tlaquepaque;Jalisco;México;Norte;MAT-ET-10001964;Material de escritório;Etiquetas;Avery Etiquetas jurídicas, Durável;234,6;3;0;93,6
144;MX-2019-163272;07/05/2019;11/05/2019;Classe padrão;LA-16615;Laura Almeida;Grande Empresa;Tlaquepaque;Jalisco;México;Norte;MAT-EN-10002322;Material de escritório;Envelopes;Kraft Envelope kraft, Conjunto de 50;706,4;4;0;70,4
145;MX-2018-105298;09/06/2018;13/06/2018;Classe padrão;ER-13810;Erick Ribeiro;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;TEC-AC-10000736;Tecnologia;Acessórios;Enermax Cartão de memória, Reciclado;1795,2;3;0,2;403,8
146;MX-2018-105298;09/06/2018;13/06/2018;Classe padrão;ER-13810;Erick Ribeiro;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-CO-10002080;Material de escritório;Colchetes;Advantus Prendedores de papel, Tamanhos variados;178,56;2;0,2;-27,04
147;US-2019-116750;22/07/2019;26/07/2019;Segunda classe;BG-11710;Bruna Goncalves;Varejo;Choloma;Cortés;Honduras;Central;MAT-AR-10001693;Material de escritório;Armazenamento;Fellowes Carrinho bandeja, Metal;2182,08;4;0,4;-1273,12
148;US-2019-116750;22/07/2019;26/07/2019;Segunda classe;BG-11710;Bruna Goncalves;Varejo;Choloma;Cortés;Honduras;Central;MAT-ET-10003933;Material de escritório;Etiquetas;HON Etiquetas para organização de pastas, Vermelho;67,68;2;0,4;-20,32
149;US-2019-116750;22/07/2019;26/07/2019;Segunda classe;BG-11710;Bruna Goncalves;Varejo;Choloma;Cortés;Honduras;Central;TEC-CO-10004163;Tecnologia;Copiadoras;Hewlett Copiadora, Colorida;4227,6208;4;0,402;-1781,9792
150;US-2019-116750;22/07/2019;26/07/2019;Segunda classe;BG-11710;Bruna Goncalves;Varejo;Choloma;Cortés;Honduras;Central;TEC-AC-10001101;Tecnologia;Acessórios;Logitech Teclado numérico, Programável;573,84;3;0,4;57,24
151;MX-2020-106782;20/10/2020;24/10/2020;Classe padrão;BA-11320;Brenda Almeida;Pequenas e Medias Empresas;Holguín;Holguín;Cuba;Caribe;MÓV-CA-10003698;Móveis;Cadeiras;Harbour Creations Cadeira dobrável, Vermelho;1957,8;3;0;97,8
152;MX-2020-106782;20/10/2020;24/10/2020;Classe padrão;BA-11320;Brenda Almeida;Pequenas e Medias Empresas;Holguín;Holguín;Cuba;Caribe;MAT-FI-10003394;Material de escritório;Fichários;Avery Divisórias, Transparente;193;5;0;71
153;MX-2020-106782;20/10/2020;24/10/2020;Classe padrão;BA-11320;Brenda Almeida;Pequenas e Medias Empresas;Holguín;Holguín;Cuba;Caribe;MÓV-CA-10001610;Móveis;Cadeiras;Office Star Cadeira de praia, Ajustável;1931;5;0;791
154;US-2019-137526;07/07/2019;14/07/2019;Classe padrão;LP-16990;Leonardo Pereira;Grande Empresa;Santiago de los Caballeros;Santiago;República Dominicana;Caribe;MAT-FI-10000837;Material de escritório;Fichários;Wilson Jones Encadernadora, Durável;807,36;3;0,2;-111,24
155;MX-2018-140032;15/07/2018;21/07/2018;Classe padrão;GO-14785;Giovanna Oliveira;Grande Empresa;Juazeiro;Bahia;Brasil;Sul;MAT-MA-10003063;Material de escritório;Materiais;Acme Tesouras, Industrial;1030,8;3;0;267,6
156;MX-2019-144862;09/11/2019;15/11/2019;Classe padrão;LM-17230;Letícia Martins;Varejo;Managua;Managua;Nicarágua;Central;MÓV-MÓ-10003693;Móveis;Móveis;Deflect-O Lâmpada, Premium;587;5;0;93
157;MX-2019-144862;09/11/2019;15/11/2019;Classe padrão;LM-17230;Letícia Martins;Varejo;Managua;Managua;Nicarágua;Central;MAT-PA-10003325;Material de escritório;Papel;Green Bar Artigos de papelaria, Embalagem com 12;1050,6;3;0;367,2
158;MX-2019-137659;04/11/2019;04/11/2019;No mesmo dia;SM-20530;Sofia Melo;Varejo;Hermosillo;Sonora;México;Norte;MAT-PA-10001069;Material de escritório;Papel;Xerox Resma, Multicolorido;370;2;0;36,8
159;MX-2019-137659;04/11/2019;04/11/2019;No mesmo dia;SM-20530;Sofia Melo;Varejo;Hermosillo;Sonora;México;Norte;MAT-FI-10003793;Material de escritório;Fichários;Wilson Jones Divisórias, Reciclado;136,2;3;0;64,8
160;MX-2021-133053;18/12/2021;20/12/2021;Segunda classe;GF-14740;Giovanna Ferreira;Grande Empresa;Cienfuegos;Cienfuegos;Cuba;Caribe;MAT-AR-10002249;Material de escritório;Arte;Sanford Tela, Azul;1684;5;0;33
161;MX-2021-133053;18/12/2021;20/12/2021;Segunda classe;GF-14740;Giovanna Ferreira;Grande Empresa;Cienfuegos;Cienfuegos;Cuba;Caribe;MAT-EN-10000514;Material de escritório;Envelopes;Cameo Com lacre, Conjunto de 50;1526,4;6;0;350,4
162;MX-2019-133375;12/07/2019;12/07/2019;No mesmo dia;VO-21535;Vitór Oliveira;Pequenas e Medias Empresas;Pinar del Rio;Pinar del Rio;Cuba;Caribe;MAT-AR-10003420;Material de escritório;Armazenamento;Tenex Bandejas, Industrial;2552,2;7;0;994
163;MX-2019-133375;12/07/2019;12/07/2019;No mesmo dia;VO-21535;Vitór Oliveira;Pequenas e Medias Empresas;Pinar del Rio;Pinar del Rio;Cuba;Caribe;MAT-AR-10004761;Material de escritório;Arte;Crayola Tela, Metal;2104,8;6;0;757,2
164;US-2021-155194;24/07/2021;29/07/2021;Classe padrão;VS-21580;Vitor Silva;Varejo;Guacara;Carabobo;Venezuela;Sul;MAT-AC-10002530;Material de escritório;Eletrônicos;Breville Micro-ondas, Prata;3629,52;3;0,4;-605,28
165;MX-2019-133305;24/11/2019;26/11/2019;Primeira classe;AR-10345;Alice Ribeiro;Grande Empresa;Mexicali;Baixa Califórnia;México;Norte;MÓV-ES-10003278;Móveis;Estantes;Safco Biblioteca, Branco;8369,28;4;0,2;2301,28
166;MX-2019-107146;01/08/2019;06/08/2019;Segunda classe;RF-20140;Ryan Fernandes;Pequenas e Medias Empresas;Ilopango;San Salvador;El Salvador;Central;MÓV-CA-10003698;Móveis;Cadeiras;Harbour Creations Cadeira dobrável, Vermelho;3263;5;0;163
167;MX-2019-107146;01/08/2019;06/08/2019;Segunda classe;RF-20140;Ryan Fernandes;Pequenas e Medias Empresas;Ilopango;San Salvador;El Salvador;Central;MÓV-CA-10000196;Móveis;Cadeiras;SAFCO Cadeira dobrável, Preto;2776;5;0;27
168;MX-2020-127621;21/11/2020;24/11/2020;Segunda classe;EF-13630;Enzo Ferreira;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MÓV-CA-10002542;Móveis;Cadeiras;HON Protetor de piso, Par;308,16;1;0,2;96,16
169;US-2020-103513;27/12/2020;29/12/2020;Segunda classe;YC-21880;Yasmin Correia;Grande Empresa;Salta;Salta;Argentina;Sul;MAT-PA-10004384;Material de escritório;Papel;Xerox Caderno, Reciclado;105,12;1;0,4;-28,08
170;MX-2020-131436;07/12/2020;13/12/2020;Classe padrão;BR-11200;Beatriz Rocha;Varejo;Tijuana;Baixa Califórnia;México;Norte;MÓV-CA-10001035;Móveis;Cadeiras;HON Poltrona, Vermelho;7314,24;3;0,2;1188,24
171;MX-2018-104626;22/07/2018;27/07/2018;Classe padrão;FM-14170;Fábio Melo;Varejo;Managua;Managua;Nicarágua;Central;MÓV-ES-10004528;Móveis;Estantes;Ikea Estante, Metal;6508,8;8;0;324,8
172;MX-2020-141446;23/03/2020;29/03/2020;Classe padrão;LP-17500;Luana Pinto;Varejo;Morelia;Michoacán;México;Norte;MAT-FI-10001212;Material de escritório;Fichários;Acco Divisórias, Transparente;107,2;2;0;44,8
173;MX-2020-141446;23/03/2020;29/03/2020;Classe padrão;LP-17500;Luana Pinto;Varejo;Morelia;Michoacán;México;Norte;TEC-CO-10001546;Tecnologia;Copiadoras;HP Tinta, Par;3425,136;4;0,002;610,736
174;MX-2020-141446;23/03/2020;29/03/2020;Classe padrão;LP-17500;Luana Pinto;Varejo;Morelia;Michoacán;México;Norte;MAT-AC-10000862;Material de escritório;Eletrônicos;Hamilton Beach Liquidificador, Preto;469,8;1;0;98,6
175;MX-2020-141446;23/03/2020;29/03/2020;Classe padrão;LP-17500;Luana Pinto;Varejo;Morelia;Michoacán;México;Norte;TEC-AC-10002586;Tecnologia;Acessórios;Belkin Pen drive, Durável;562;2;0;151,6
176;MX-2020-119795;19/11/2020;24/11/2020;Classe padrão;JL-15685;Julia Lima;Grande Empresa;Delgado;San Salvador;El Salvador;Central;MAT-FI-10003646;Material de escritório;Fichários;Cardinal Encadernadora, Econômico;1659;5;0;199
177;MX-2020-119795;19/11/2020;24/11/2020;Classe padrão;JL-15685;Julia Lima;Grande Empresa;Delgado;San Salvador;El Salvador;Central;MAT-EN-10003731;Material de escritório;Envelopes;Ames Envelope com fecho, Prata;128;2;0;49,6
178;MX-2020-119795;19/11/2020;24/11/2020;Classe padrão;JL-15685;Julia Lima;Grande Empresa;Delgado;San Salvador;El Salvador;Central;MAT-PA-10003577;Material de escritório;Papel;Green Bar Resma, Premium;1190,4;6;0;10,8
179;MX-2020-120453;25/06/2020;27/06/2020;Segunda classe;VB-21175;Vinicius Barbosa;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MÓV-ES-10000278;Móveis;Estantes;Safco Estante, Metal;4948;5;0;1138
180;MX-2020-120453;25/06/2020;27/06/2020;Segunda classe;VB-21175;Vinicius Barbosa;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-AC-10004138;Material de escritório;Eletrônicos;Cuisinart Micro-ondas, Preto;11115,6;6;0;2000,4
181;MX-2020-120453;25/06/2020;27/06/2020;Segunda classe;VB-21175;Vinicius Barbosa;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;TEC-AC-10001228;Tecnologia;Acessórios;Belkin Teclado numérico, Reciclado;3704;10;0;554
182;MX-2020-120453;25/06/2020;27/06/2020;Segunda classe;VB-21175;Vinicius Barbosa;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MÓV-ES-10001576;Móveis;Estantes;Sauder Conjunto de pratelheiras, Branco;3942;3;0;906,6
183;MX-2020-120453;25/06/2020;27/06/2020;Segunda classe;VB-21175;Vinicius Barbosa;Grande Empresa;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-AR-10004134;Material de escritório;Armazenamento;Smead Caixa, Tamanho real;144;2;0;32,8
184;US-2019-122539;13/11/2019;13/11/2019;No mesmo dia;VR-21775;Vitória Rocha;Grande Empresa;Carrefour;Ouest;Haiti;Caribe;MAT-PA-10003731;Material de escritório;Papel;Eaton Resma, Embalagem com 12;613,8;5;0,4;-379,2
185;MX-2021-141684;16/10/2021;19/10/2021;Segunda classe;GA-14995;Gustavo Araujo;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;TEC-TE-10004795;Tecnologia;Telefones;Samsung Telefone do escritório, Tamanho real;1418,88;4;0,2;194,88
186;MX-2020-148453;21/12/2020;23/12/2020;Primeira classe;DM-12715;Danilo Melo;Varejo;Soacha;Cundinamarca;Colômbia;Sul;MAT-EN-10001524;Material de escritório;Envelopes;Jiffy Com lacre, Conjunto de 50;743,4;3;0;178,2
187;MX-2020-148453;21/12/2020;23/12/2020;Primeira classe;DM-12715;Danilo Melo;Varejo;Soacha;Cundinamarca;Colômbia;Sul;MÓV-CA-10004158;Móveis;Cadeiras;Harbour Creations Banqueta, Par;1215,8;1;0;158
188;MX-2020-148453;21/12/2020;23/12/2020;Primeira classe;DM-12715;Danilo Melo;Varejo;Soacha;Cundinamarca;Colômbia;Sul;TEC-CO-10003274;Tecnologia;Copiadoras;Sharp Copiadora para uso pessoal, Par;1596,8;2;0,002;700,8
189;MX-2020-148453;21/12/2020;23/12/2020;Primeira classe;DM-12715;Danilo Melo;Varejo;Soacha;Cundinamarca;Colômbia;Sul;MÓV-ME-10002119;Móveis;Mesas;Bevis Mesa de conferência, Montado;14803,68;3;0,2;3330,48
190;MX-2020-148453;21/12/2020;23/12/2020;Primeira classe;DM-12715;Danilo Melo;Varejo;Soacha;Cundinamarca;Colômbia;Sul;MÓV-ME-10001403;Móveis;Mesas;HON Mesa de conferência, Preto;9829,12;2;0,2;-122,88
191;MX-2020-148453;21/12/2020;23/12/2020;Primeira classe;DM-12715;Danilo Melo;Varejo;Soacha;Cundinamarca;Colômbia;Sul;TEC-TE-10002385;Tecnologia;Telefones;Motorola Caixa de som, Azul;3467,4;3;0;1005
192;MX-2020-148453;21/12/2020;23/12/2020;Primeira classe;DM-12715;Danilo Melo;Varejo;Soacha;Cundinamarca;Colômbia;Sul;TEC-AC-10003371;Tecnologia;Acessórios;Memorex Pen drive, Durável;197,4;1;0;96,6
193;MX-2021-102351;19/11/2021;24/11/2021;Classe padrão;CC-12445;Cauã Correia;Varejo;Zapopan;Jalisco;México;Norte;MAT-EN-10000917;Material de escritório;Envelopes;Ames Fita dupla face, Reciclado;583;5;0;151
194;MX-2019-144841;16/02/2019;22/02/2019;Classe padrão;BC-11485;Breno Cardoso;Pequenas e Medias Empresas;Ibagué;Tolima;Colômbia;Sul;MAT-EN-10000953;Material de escritório;Envelopes;Ames Malote, Vermelho;1297,6;4;0;428
195;US-2019-114867;25/07/2019;27/07/2019;Primeira classe;MA-18040;Marcos Azevedo;Grande Empresa;San Miguelito;Panamá;Panamá;Central;MAT-ET-10004150;Material de escritório;Etiquetas;Avery Etiquetas para codificação colorida, Vermelho;52,44;1;0,4;-24,56
196;MX-2021-134922;02/07/2021;07/07/2021;Segunda classe;RC-19630;Rafael Castro;Grande Empresa;Hermosillo;Sonora;México;Norte;MÓV-CA-10002867;Móveis;Cadeiras;HON Cadeira dobrável, Par;892,48;2;0,2;66,88
197;US-2018-162229;30/11/2018;04/12/2018;Classe padrão;VS-21355;Vinicius Silva;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;MAT-ET-10004236;Material de escritório;Etiquetas;Harbour Creations Etiquetas removíveis, Ajustável;66;2;0,4;-6,8
198;US-2018-162229;30/11/2018;04/12/2018;Classe padrão;VS-21355;Vinicius Silva;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;MAT-EN-10003820;Material de escritório;Envelopes;Ames Envelope profissional, Vermelho;1018,08;14;0,4;-493,92
199;US-2020-152800;16/11/2020;20/11/2020;Segunda classe;RB-19870;Rebeca Barros;Pequenas e Medias Empresas;La Romana;La Romana;República Dominicana;Caribe;MAT-ET-10002432;Material de escritório;Etiquetas;HON Etiquetas removíveis, Branco;164,16;3;0,2;-12,84
